"","UID","ALUMINUM","AMMONIA_N","ANC","CALCIUM","CHLORIDE","COLOR","COND","DOC","MAGNESIUM","NITRATE_N","NITRITE_N","NTL","PH","POTASSIUM","PTL","SILICA","SODIUM","SULFATE","TURB","CHLX","CHLL","OXYGEN","TEMPERATURE","DEPTH","CONDUCTIVITY","SECCHI","AREA_HA","ELEVATION","ABUNDANCE","PERIM_KM","INDEX_LAT_DD","INDEX_LON_DD","MMI_BENT_NLA12","MMI_ZOOP_NLA6","AMITOTAL","LitCvrQc3OE","LitRipCvrQc3OE","RDis_IX","RVegQc3OE","MICX","ATRAZINE","METHYLMERCURY","TOTALHG","URBAN","LAKE_ORIGIN"
"896",8060,0.036,0.015,3277,54.35,38.633,32,448,29.97,9.777,0,0,2.82,8.8,12.31,83,6.118,22.48,11.35,8.08,34.572,44.8,9.675,31.3,0.275,441.25,0.375,605.4412435,5.41,14877,9.60041014,26.42639,-81.49054,28.4,44.9,0.11,0.084472016,0.190665831,0.215384615,0.378451386,0.06561,0.05,0.08,4.84,"Yes","NATURAL"
"897",8066,0.082,0.038,7431,29.56,15.177,60,709,50.62,25.69,0,0,5.6,8.92,49.78,268,3.604,82.44,2.387,38.36,120.8,108,4.48,18.9666666666667,0.233333333333333,234.75,0.175,10.2933147,730.78,2106,1.391692522,42.26777,-99.24821,34.5,40.13,0.275,0.386627208,0.189154458,0.818256131,0.126398201,16.43405,0.29,1.9,77.55,"No","NATURAL"
"898",8067,0.004,0.037,8625,38.43,7.812,59,792,51.01,31.94,0,0,7.75,8.83,78.21,498,2.603,64.35,0.255,23.63,182.6666667,257.33,8.39318181818182,23.3285714285714,0.783333333333333,271.272727272727,0.145,13.00093741,884.24,9670,1.65503812,42.53317,-100.59126,25.2,53.73,0.255,0.679930607,1.448415213,0.095454546,2.101840239,0.91381,0.16,2.1,55.74,"No","NATURAL"
"899",8069,0,0.0031,2462,29.05,1.102,7,234,2.27,11.31,0,0,0.168,8.49,0.68,21,10.112,3.5,2.775,0.01,0.884571429,0.97,7.0237037037037,11.1148148148148,12.5925925925926,253.666666666667,7.3,150.9848615,912.11,11909,7.114451585,48.24765,-114.12031,42.3,60.8,0.1975,0.905228579,0.820080442,0.850990099,0.837341732,0,0,0.34,55.32,"No","NATURAL"
"900",8070,0,0.0076,2566,84.69,9.78,15,925,3.39,50.01,0,0,0.468,8.21,3.694,17,5.207,46.43,359.043,1.28,3.204,5.08,3.73428571428571,20.5042857142857,5.52142857142857,1485.35714285714,2.25,38.22779306,118.43,1845,11.3942367,38.00339,-87.34215,64.3,60.68,0.455,0.494151969,0.65097453,0.691666667,0.772934562,0.26404,0.13,1.7,57.69,"Yes","MAN_MADE"
"901",8071,0,0.021,2948,140.3,22.104,28,2040,14.08,151.1,0,0,2.259,8.71,14.99,501,24.76,138.9,1027.054,18.09,43.1,37.2,6.675,20.15,1.075,1968.75,0.415,20.86728463,536.68,23783,1.887905117,44.328,-97.11685,40.5,31.45,0.3225,0.067326462,0.091171613,0.937106918,0.120106164,0.10244,0.54,0.73,74.18,"No","NATURAL"
"902",8074,0.013,0.0066,457.5,3.586,0.238,28,44.1,3.27,2.017,0,0,0.19,7.81,0.745,39,20.886,2.1,0.04,0.32,0.769230769,1,7,18.9428571428571,2.80428571428571,41.7857142857143,5.6,5.781103436,1302.21,2549,1.319753865,44.4004,-121.79949,71.6,64.8,0.2625,0.703675487,0.723411212,0.192857143,0.745845205,0.07876,0,1.3,157.58,"No","NATURAL"
"903",8075,0.005,0.0069,1665,27.06,35.456,15,321,5.75,10.48,0,0,1.949,8.83,2.331,128,11.478,19.77,20.956,26.45,105.984,107.28,7.6,23.4281818181818,1.97272727272727,291.272727272727,0.41,424.6547659,328.39,3820,35.35791925,41.05805,-81.3537,49.5,76.12,0.5825,1.335117052,1.631545519,0.098930481,1.840260987,4.26905,0.09,0.75,145.83,"Yes","MAN_MADE"
"904",8076,0,0.0084,1080,10.2,1.96,5,130,0.75,4.51,0.005,0.001,0.0711,8.25,1.38,5.6,22.5,0.72,3.65,9.16,1.6,0.7,8.12058823529412,18.6676470588235,19.15,133.764705882353,3.8,11052.35363,325.4,888,546.2851138,40.748715,-122.358281,13.2,57.5,0,2.63141149,0.348812056,0,0.049831287,0,0,0.15,113.11,"Yes","MAN_MADE"
"905",8086,0.004,0.0089,183.2,1.547,0.827,28,53.2,4.9,3.161,0,0,0.34,7.16,1.297,33,11,2.337,11.237,2.24,11.952,9.54,3.08571428571429,18.075,4.48,30.3333333333333,1.375,9.520704013,217.18,3370,1.687834435,39.26316,-86.11551,47.5,67.58,0.005,0.273660965,0.480012736,0.133333333,0.651496251,0,0.06,2,55.56,"No","MAN_MADE"
"906",8087,0,0.015,3822,47.55,10.608,25,753,15.09,67.74,0,0,1.994,8.83,11.93,110,30.96,12.59,214.709,12.11,40.8,42.8,9.78333333333333,21.4333333333333,0.833333333333333,774.333333333333,0.425,13.55617998,340.36,4467,1.847085886,46.12831,-96.13323,40.5,47.88,0.3625,0.825086807,0.443221422,0,0.33637199,0,0.08,0.34,59.63,"No","NATURAL"
"907",8100,0,0.015,2573,33.29,22.72,16,367,4.29,18.93,0.019,0.001,0.484,8.46,1.593,15,5.022,10.9,28.042,1.11,2.736,2.64,7.0375,16.75625,6.53125,387.4375,2.65,45.24791312,256.81,4200,2.670447068,41.72303,-85.46604,50.4,43.25,0.105,0.308224226,0.51333819,0.702739054,0.653314905,0.14859,0.08,0.31,31.09,"Yes","NATURAL"
"908",8115,0.001,0.449,890.5,10.9,13.761,32,154,3.98,4.173,1.04,0.01,2.73,7.47,3.596,182,22.778,9.376,4.473,6.48,45.12,75.04,5.14,23.72,0.58,160,0.57,34.45884719,1.55,4699,4.701420891,38.55801,-75.5584,58,40.32,0.195,0.553014321,0.56750823,0.6,0.713694194,0.07803,0,1.2,150.6,"Yes","MAN_MADE"
"909",8116,0,0.0086,1340,14.84,8.234,15,169.9,4.56,5.979,0,0,0.618,8.14,3.48,49,5.623,8.204,6.452,1.95,13.44,9.67,4.845,25.79875,2.625,194.625,1.25,6.12960706,129.57,4737,1.273340002,37.96843,-87.77122,38.1,48.68,0.01,0.886432879,0.862251694,0.388719312,0.871903351,0,0.1,0.48,81.82,"No","MAN_MADE"
"910",8118,0,0.018,1573,16.71,3.632,25,163.8,9.67,6.467,0,0,1.295,8.45,5.328,135,14.432,3.472,0.989,8.94,56.66666667,42,4.845,17.9285714285714,1.21666666666667,46.1,0.51,2.482681426,250.37,4892,0.680138971,38.6293,-92.60339,51.3,38.9,0.1475,0.653753847,0.486938514,0.83372093,0.392072393,0.24811,0.09,0.56,63.95,"Yes","MAN_MADE"
"911",8119,0.013,0.005,170.8,2.363,0.095,12,17.29,1.65,0.295,0,0,0.145,7.35,0.42,7,0.644,0.335,0.44,0.52,2.432,2.41,4.7575,11.8666666666667,4.50833333333333,18.3841666666667,5.95,10.92052293,3260.45,3422,1.351929299,41.36555,-106.345857,19.3,60.7,0,0.402769896,0.698563985,0.624561404,0.875257101,0.14072,0,3.6,27.31,"No","NATURAL"
"912",8121,0,0.011,2568,25.9,3.588,20,244,5.02,15.4,0.002,0,1.385,8.81,2.751,107,7.745,2.355,2.114,8.65,59.2,128,10.2,27.85,0,247.5,0.48,222.5927542,82.69,3606,17.23630001,36.07315,-91.14627,25,63.78,0.17,0.698805649,1.649112045,0.422727273,1.483577491,0.07863,0,0.52,57.06,"No","MAN_MADE"
"913",8122,0.002,0.0073,195.9,1.983,4.593,25,37.4,3.24,1.277,0.002,0,0.33,6.9,0.764,37,10.475,2.568,0.056,4.31,24.48,12.3,3.28333333333333,27.0833333333333,1.55,72.2,0.95,32.2687803,110.89,1370,4.836577368,32.0721,-84.28949,56.6,66.1,0.93,2.347265823,1.786449374,0.388447676,1.008794116,0.0687,0,0.29,23.75,"Yes","MAN_MADE"
"914",8123,0.048,0.049,265.8,3.163,2.338,30,40.8,4.06,0.847,0.15,0.004,0.878,7.21,2.108,116,5.446,2.202,1.517,20.96,56.26666667,40.8,5.9,25,1.6,42.5,0.275,15.05354221,76.12,1462,2.038682547,35.85728,-78.66151,18.8,59.15,0.04,1.823243264,1.273991657,0.42972973,1.039891533,0.16081,0,1,92.59,"Yes","MAN_MADE"
"915",8124,0.003,0.084,163429,3.565,408.23,260,16270,515.81,0.406,0,0,51.313,9.57,2540,3636,254.687,2679,597.667,158.1,233.6,182.4,11.78,31.3,0.566,593.2,0.045,11.39640522,1179.53,1075,1.308100197,41.92273,-102.38754,18.2,36.13,0.01,0.026663945,0.007870371,0.916666667,0,0.10619,1.01,0.45,42.7,"No","NATURAL"
"916",8126,0,0.029,6199,82.43,38.416,39,1778,24.6,179.3,0,0,3.4,8.66,25.19,137,31.57,75.86,710.512,9.5,25.46666667,31.87,7.325,21.075,0.375,1740.25,0.525,4.828912669,556.29,9659,1.371414008,45.42076,-97.50802,26.5,45.28,0.11,0.360629861,0.149504247,0.92248062,0.072532219,0.98876,0.09,0.83,62.8,"No","NATURAL"
"917",8127,0,0.03,5735,20.9,3.263,38,557,18.72,62.94,0,0,1.689,8.94,13.48,49,7.906,8.341,33.672,1.91,11.2,6.65,9.71,20,0.833333333333333,418.166666666667,1.8,4.71553516,625.92,2580,1.01158355,48.895658,-99.713032,59.1,39.07,0.35,3.673138165,1.965164149,0,1.484028423,0.0806,0,0.15,49.08,"No","NATURAL"
"918",8128,0.008,0.01,879.208,15,1,27,91.1,8.8,1.8,0.05,0,0.6,8.7,0.18,12,3.9,1.1,1.21,1.2,3.272,4.7,10.05,24.15,0.75,92.75,2.175,104.3875226,307.8,1951,11.14440316,46.37436,-69.22676,42.6,75.35,0.17,0.443757316,0.578688151,0,0.690151269,0,0,4.8,264.37,"No","NATURAL"
"919",8130,0.001,0.002,1122,15.97,0.112,8,112.7,0.68,4.127,0.032,0.001,0.113,8.08,0.246,10,3.436,0.626,2.58,0.23,0.684,0.47,9.24814814814815,12.5518518518519,12.5925925925926,121.333333333333,12.36,684.4517646,1222.86,2455,19.46116554,48.93777,-114.34067,67,65.9,0,1.047101235,0.992155091,0.245390071,1.044111308,0.08735,0,0.38,59.32,"No","NATURAL"
"920",8135,0,0.0097,1298,15.08,0.355,30,129.5,7.99,5.38,0,0,0.904,8.03,4.356,82,14.285,0.861,0.031,2.35,13.44,8.8,9.976,22.118,0.6,129.6,1.3,3.398836968,421.94,2945,0.699344184,45.86642,-95.29559,49.8,74.4,1.1675,0.741319416,0.300204109,0.17962963,0.086470835,0,0,2.6,123.66,"No","NATURAL"
"921",8141,0,0.019,3096,23.57,11.721,33,314,16.6,19.95,0,0,4.363,9.15,17.7,425,22.777,3.961,0.032,31.79,97.6,69.2,8.93333333333333,20.35,0.716666666666667,315.5,0.2,15.63988771,380.45,4456,2.258061151,47.66485,-95.78112,35.9,53.73,0.13,0.536722034,0.395929474,0.587640449,0.400088845,0.54,0,3.5,64.68,"No","NATURAL"
"922",8142,0,0.02,299.73,4.2,1,30,35.9,6.7,1.3,0.05,0,0.6,7.5,0.38,13,1.6,1.1,1.21,1.3,6.528,7.3,7.9,23.275,0.675,36,2.07,47.27535221,271.91,3904,3.340424941,46.16925,-68.99551,65.5,72.32,0.2,0.730012861,0.780927489,0,0.854910134,0.18841,0,4.7,223.46,"No","NATURAL"
"923",8144,0.007,0.0097,987.9,7.26,5.343,18,118.1,5.33,5.273,0,0,1.536,7.95,3.055,151,16.852,7.174,1.408,19.78,74,72.9,6.8,26.35,0,120,0.3,95.89252695,69.01,1838,3.883137271,35.58361,-90.96293,29.6,39.88,0,0.462654048,0.499474391,0.786946036,0.517833196,1.00566,0,0.46,96.89,"No","MAN_MADE"
"924",8145,0.139,0.0097,356.5,3.447,2.438,38,54.5,5.26,0.643,0.002,0,0.744,6.99,2.305,121,3.86,5.44,3.995,12.15,23.89333333,19.47,4.65,25.55,0,54.5,0.575,2.061803018,120,888,0.594248561,34.60031,-92.50045,39.8,28.98,0.13,0.553688091,0.798414021,0.857142857,1.163603037,0.09345,0,0.43,132.89,"Yes","MAN_MADE"
"925",8148,0,0.0224,1920,9.1,1.1,40,205,8.08,16.4,0.005,0,0.778,7.6,0.51,33.7,3.65,2.81,0.41,0.58,21,20,5.2625,21.1,1.7125,231.625,1.68,1.613422335,455.8,3160,0.551743677,39.096142,-122.933119,50,63.58,1.5025,2.012004193,0.913674278,0.508206352,0.539765634,0.07114,0,1.2,149.8,"Yes","MAN_MADE"
"926",8149,0.019,0.0324,21800,7.96,148,55,2600,36.1,17.9,0.005,0,2.61,9.36,102,29.9,12.6,577.6,53.5,1.65,9,9,4.3,22.3,0.5,2559.33333333333,1.05,180.0083266,1246.23,4628,6.568672504,41.99101,-121.87269,41.5,70.72,0.7,0.173348209,0.208147402,0.52216822,0.212277063,0.08136,0,0.68,27.11,"No","NATURAL"
"927",8150,0,0.027,13497,16.59,109.335,29,5730,26.81,382,0,0,2.515,9.17,87.13,61,9.472,937.4,2696.596,1.6,6.24,4.45,8.62666666666667,20.66,0.783333333333333,5791.16666666667,0.625,19.19744403,489.28,17351,1.806966922,47.84719,-100.27634,28.6,27.88,0.525,0.469818717,0.159661769,0.918032787,0.035351565,2.97502,0,0.17,46.2,"No","NATURAL"
"928",8151,0,0.011,2599,48.1,58.33,36,620,6.19,21.64,0.01,0,1.226,8.46,7.009,88,2.599,43.71,90.897,7.32,53.92,52.16,6.71428571428571,23.7571428571429,2.04285714285714,580.428571428571,0.5,80.71893983,249.78,1980,11.27852132,41.09201,-82.7303,30.9,28.57,0,1.016431183,1.393767371,0.755072464,1.682118254,1.47749,0.38,0.73,55.1,"Yes","MAN_MADE"
"929",8153,0.005,0.0081,2356,18.23,14.956,12,270,5.29,16.36,0,0,0.76,8.67,2.169,79,18.427,12.72,4.386,8.88,8.52,3.8,4.25714285714286,22.0285714285714,1.07142857142857,294.285714285714,0.3,5.148899319,2041.82,995,0.908339408,34.16114,-109.97972,30.3,59.57,0.03,0.75037858,0.837462972,0.921875,0.894025322,0.56226,0,0.3,32.06,"Yes","MAN_MADE"
"930",8154,0.023,0.01,239.784,3.7,5,50,46,6.4,1.3,0.05,0,0.5,7,0.18,11,3.2,3.6,1.49,1.1,1.68,4.62,4.3,20.2666666666667,2.41666666666667,51.6666666666667,2.825,130.3503971,22.95,1641,20.19940667,44.78605,-67.19425,50.2,80.83,0.95,1.880641564,0.910625958,0.165384615,0.73036808,0,0,2.2,211.64,"No","NATURAL"
"931",8155,0.01,0.0078,1526,21.03,0.053,10,144.6,1.53,5.179,0.003,0,0.168,8.71,0.125,12,3.259,0.514,1.359,0.17,1.03,0.69,9.85,17.4,1.58333333333333,145.166666666667,4.35,7.457619833,1727.34,1420,1.299193649,48.62985,-114.39131,56,54.23,0.1425,1.952469711,1.411263873,0.33220339,1.234415077,0.06237,0.05,0.44,53.92,"No","NATURAL"
"932",8156,0,0.031,6932,74.29,104.488,22,2000,14.45,80.89,0.003,0,1.721,8.82,37.69,328,11.461,247.6,591.207,5.29,23.92,31.09,9.22818181818182,20.8272727272727,4.09090909090909,1953.45454545455,2.01,19994.28204,434.35,1421,232.2767877,48.05957,-99.03043,27.8,10.33,0.1825,1.101748833,0.744536807,0.441287879,0.717737684,4.65996,0.07,0.55,75.27,"Yes","NATURAL"
"933",8159,0,0.027,203857,2.548,643.977,48,22590,311.56,0.617,0,0,17.4,9.67,3376,566,155.947,4339,2752.367,12.69,19.73333333,28.47,7.92666666666667,29.0666666666667,12.6666666666667,42.3833333333333,0.425,122.2560797,1180.14,1367,6.509214165,42.01881,-102.43599,18.3,16.63,0.395,0.666598634,0.912175948,0.364864865,1.205150717,0.0924,0.45,0.36,13.59,"No","NATURAL"
"934",8164,0.046,0.016,137.1,0.98,0.243,8,12.5,2.04,0.3,0.002,0,0.245,7.18,0.324,30,13.696,0.998,0.099,0.41,0.692,0.42,7.1,21.725,1,12,1.15,3.886327545,1534.99,1461,1.003572874,43.8106,-121.91008,77.1,72.08,0.185,1.332505028,1.252527839,0,1.244831942,0.08006,0,1.7,101.27,"No","NATURAL"
"935",8165,0.017,0.01,213,1.375,0.21,10,22.4,0.57,0.59,0.002,0,0.083,7.34,0.682,65,24.171,2.162,0.467,0.42,0.701333333,0.86,9.01666666666667,18,1.71666666666667,23,4.6,97.254939,1655.84,1153,9.99723,43.99967,-121.74291,65,74.57,0.147222222,1.033753502,0.960374973,0.277419355,0.969898693,0.06825,0,1.2,107.78,"No","NATURAL"
"936",8167,0.002,0.03,1298,21.28,1.924,12,176.9,4.24,5.831,0.003,0,0.621,8.42,1.334,40,10.389,4.033,19.895,4.22,16.24,13.87,4.58111111111111,24.4444444444444,3.11111111111111,213.222222222222,1.175,10.91514258,179.9,2753,1.973624127,38.21234,-87.11359,67.1,47.18,0.96,0.52222861,0.538436042,0.89784336,0.564968864,1.04853,0.08,0.56,80,"No","MAN_MADE"
"937",8168,0.008,0.01,736.9,12.27,3.935,15,127.5,3.38,4.008,0,0,0.376,7.94,1.801,27,5.48,4.298,16.914,3.29,14.13,7.41,7.14714285714286,25.0785714285714,2.14285714285714,123.428571428571,1.175,2761.795165,172.67,12913,91.18767142,39.05313,-86.44661,52.5,63.33,0.005,0.362390104,0.846825357,0,1.171286649,0.09318,0.15,0.32,53.53,"Yes","MAN_MADE"
"938",8171,0.002,0.025,456.6,4.08,7.416,22,78.5,7.13,1.908,0.002,0,0.756,7.51,2.826,45,9.216,6.902,2.625,5.16,25.44,24.32,6.53333333333333,27.8833333333333,1.63333333333333,84.3333333333333,0.85,309.8431335,43.83,5162,19.10323706,35.70775,-78.14687,42.1,70.25,0.2725,1.282764587,0.930936883,0.255172414,0.899526274,1.14654,0.11,0.38,65.79,"No","MAN_MADE"
"939",8176,0,0.036,9273,85.06,129.68,28,2070,21.39,155.4,0,0,2.9,9.15,47.98,753,48.739,176.4,589.376,5.89,35.56923077,19.02,10.74,21.38,1.08,2038.2,1.05,125.1226816,531,5519,7.858004268,44.83207,-97.72287,17,17.03,0.615,2.583730509,0.976720219,0.881972789,0.360632222,9.6936,0.17,0.61,52.31,"No","NATURAL"
"940",8178,0.007,0.062,325.1,5.511,9.405,62,75.5,18.3,1.869,0.003,0,1.145,7.02,3.22,36,0.28,4.233,1.128,4.47,21.8,15.04,5.558,30.24,0.6,71.5,0.85,138.376504,48.23,2294,8.037342511,32.08774,-82.89598,46.3,51.63,0.8275,1.887125302,1.744880308,0.356097561,1.413918003,0.23712,0,1.2,282.69,"Yes","MAN_MADE"
"941",8182,0,0.016,770.1,7.772,5.901,5,98,0.48,3.708,0.14,0.001,0.228,7.63,0.213,72,28.469,5.211,1.131,0.2,3.98,7.7,9.716,10.16,1.96,100.6,3.375,7.674700246,10.82,1107,2.127437038,47.13578,-124.04855,55.7,60.8,0.7025,0.726233957,0.843614207,0.255172414,0.891852364,0.08709,0,1.8,93.14,"No","NATURAL"
"942",8183,0.016,0.0055,112,1.789,0.859,12,19.54,4.51,0.584,0.002,0,0.253,7.03,0.429,11,1.161,0.796,1.371,1.58,3.3075,1.92,4.74,19.86,3.58,20.6,2.51,24.13835303,2220,1445,5.230721276,34.42816,-111.08638,20.5,66.43,0.01,0.779173694,0.547593692,0.222222222,0.321673313,0,0,1.1,84.91,"No","MAN_MADE"
"943",8184,0.036,0.0053,284.3,3.463,0.146,28,30.4,4.57,0.944,0.002,0,0.215,7.55,0.563,16,5.14,1.165,0.781,0.68,5.993,5.42,4.675,13.6,5.28125,29.75,3.05,51.02796638,3029.04,1163,3.609063575,40.0559,-105.74693,57.9,79.7,0.045,0.843503774,0.499544305,0.190053478,0.437330699,0.08496,0,4.4,146.27,"No","MAN_MADE"
"944",8185,0.009,0.01,79.928,1.4,3.37,14,20.7,3.1,0.41,0.05,0,0.2,6.8,0.26,4,1.4,1.8,1.81,1.1,1.508571429,6,4.74666666666667,18.1933333333333,6.06666666666667,22.7,4.075,83.44653561,69.91,1238,7.084782016,44.76328,-67.6985,40.2,78.38,0.3025,2.473684886,1.195535217,0.33604336,0.899385732,0.0821,0,2.3,180.56,"No","NATURAL"
"945",8186,0,0.008,3069,59.42,11.361,8,603,6.01,18.51,0,0,0.616,8.53,4.818,81,16.585,46.7,140.587,4.09,21.37142857,22.6,4.59333333333333,17.2588235294118,2.94285714285714,334.4,0.93,785.0606322,1253.72,1251,17.08228209,41.92716,-103.49353,62.2,43.27,0,0.020444178,0.037209345,0.657692308,0.049290207,0.16286,0,0.33,27.71,"No","MAN_MADE"
"946",8192,0.022,0.015,384,4.7,2.6,7.5,48,4.1,1.6,0.005,0,0.34,7.44,0.5,9,0.703,2.2,4.5,2.5,6.78,6.44,8.54,21.3,4.46,46.1,3.65,213.7513727,482.82,10536,14.08991485,45.80603,-89.70821,62.7,71.68,0.127777778,0.551532412,0.989504986,0.491666667,1.281764436,0,0,3.4,192.55,"No","NATURAL"
"947",8193,0.017,0.015,752,11.4,3.9,45,91,12,3.3,0,0,0.76,7.61,0.7,49,7.52,2.8,4.6,11.3,22.1,18.5,7.48,20.08,2,89,1,1780.118125,464.14,11004,110.402432,45.71267,-89.86323,51.9,71.9,0.5925,0.784049161,0.50758554,0,0.393490349,0.444,0,1.4,117.44,"No","MAN_MADE"
"948",8194,0,0.015,212,3,144,15,493,15,1.1,0,0,0.87,6.82,1.6,32,0.35,86.5,4.5,6.4,19.6,21.5,4.5,17.3333333333333,2.41666666666667,1166.66666666667,0.85,5.274373395,485.23,3839,1.155710742,45.89981,-89.69553,69.3,70.73,0.4175,1.047539866,0.648795902,0.710248447,0.479057676,0,0,1,131.58,"No","NATURAL"
"949",8200,0,0.014,12529,3.991,28.491,1,1084,12.69,127.8,0,0,0.901,9.06,17.89,10,2.28,80.43,32.213,0.65,1.782,2.8,7.31923076923077,12.0423076923077,12.5,1146.11538461538,6.15,92.42796828,1007.13,2990,5.882581251,48.16428,-114.35833,67.7,58.3,0.24,0.866267059,0.548164362,0.907407407,0.475297487,0,0,0.96,34.2,"Yes","NATURAL"
"950",8201,0,0.02,817.4,16.2,6.08,10,129.6,5.4,2.519,0.04,0,0.74,9,2.896,36,2.662,3.043,11.03,5.16,19.22,56.07,5.025,22.825,2.5625,145,1.1,101.6901803,420.82,11353,6.310322244,41.23434,-79.65018,37.1,72.03,0.71,0.914839727,0.641911399,0.282608696,0.180582529,0.26,0.162,0.33,105.07,"No","MAN_MADE"
"951",8202,0,0.03,2447.2,34.8,14.03,5,449,3.65,27.2,0.04,0,0.39,8.4,3.942,17,0.815,11.4,91.42,1.69,11.39,3.2,4.5875,16.375,7.11764705882353,563,3.75,10.5763192,337.25,2172,1.925789766,40.99926,-80.49228,2.8,58.8,0.4525,1.040646477,1.112047758,0.17962963,1.007554516,0,0,0.18,98.04,"Yes","MAN_MADE"
"952",8203,0,0.014,1830,19.2,74.771,22,454,6.89,5.993,0,0,1.753,8.48,5.712,122,7.059,61.98,11.105,7.65,98,103.2,5.5625,27.2375,2.55,443,0.55,203.1477418,211.86,3703,17.67713892,33.56442,-97.01088,23.6,49.43,0.6225,0.33201547,0.25502169,0.892473118,0.212131121,0.10603,0.48,0.56,54.05,"No","MAN_MADE"
"953",8207,0.005,0.0048,1201,21.13,12.893,5,210,2.59,7.218,0,0,0.234,8.13,2.163,9,3.585,8.119,22.78,0.36,3.188,4.67,6.9,23.59,2.85,217.9,3.785,47.7415983,240.23,1004,5.812217902,39.65512,-82.47297,52.9,74.33,0.01,1.262656916,1.056095002,0.677535469,0.780790011,0.94085,0,0.46,65.13,"No","MAN_MADE"
"954",8217,0.002,0.0053,372.9,4.928,1.835,5,51.4,2.92,1.59,0.002,0,0.311,7.73,1.055,15,4.145,2.086,3.405,0.97,4.944,4.13,8.45,27.9,0,52,3.24,2428.921192,118.4,3740,180.208525,34.4348,-93.09425,47.6,61.7,0.2375,0.911777821,1.955244745,0.851960784,1.785432989,0.238,0,0.28,55.79,"Yes","MAN_MADE"
"955",8218,0,0.0065,2278,55.3,120.536,6,1246,7.65,31.45,0,0,0.571,8.25,5.644,37,14.821,172.6,326.738,2.16,5.244,13,6.67142857142857,31.2428571428571,2.04285714285714,1367.28571428571,1.5,55.00641968,69.11,4448,10.5125494,33.3894,-114.71475,35.9,48.67,0.665,0.416855762,0.307630023,0.296969697,0.265931915,0.07911,0,0.08,23.22,"No","MAN_MADE"
"956",8219,0.024,0.028,8321,88.4,381.616,275,2570,34.49,36.25,0.006,0,4.094,8.09,24.18,392,45.341,425.6,353.884,29.44,253.8,210.6,3.24,29.94,0.56,2848.4,0.03,18.87422654,57.69,4608,3.259236986,33.02562,-114.50731,27.8,62.42,0,0.317998217,0.267563086,0,0.24643052,0.24073,0.11,0.35,73.62,"No","NATURAL"
"957",8220,0.01,0.64,2386,27.67,5.42,28,246,12.56,6.308,0.005,0,3.513,8.88,9.853,873,14.588,11.54,2.891,28.76,114.9333333,93.33,6.15714285714286,29.7,1.08333333333333,774.333333333333,0.425,52.77776641,409.1,4997,4.503244824,40.58297,-96.84597,47,41.5,0.015,0.968007172,0.929879995,0.658510638,0.93239651,0.47046,3.08,1.1,47.97,"No","MAN_MADE"
"958",8221,0,0.037,3443,21.33,4.305,55,324,37.5,6.849,0,0,12.875,9.64,32.1,1156,101.652,29.78,0.0304,71.33,424,396.8,9.53333333333333,20.84,1.2,1530.25,0.09,15.61368393,1015.33,4474,1.587822946,42.35072,-101.24483,27.8,37.8,0.255,0.760722361,1.343458675,0.321428571,1.884864666,3.3608,0.17,1,56.21,"No","NATURAL"
"959",8238,0.002,0.0045,898.8,10.41,3.851,12,112,2.29,3.862,0.002,0,0.286,8.23,0.981,9,2.07,5.568,5.631,0.01,1.770666667,1.64,6.20066666666667,15.1266666666667,10.6666666666667,115.933333333333,4.975,441.4865513,72.65,67860,17.47029615,47.13601,-122.54604,42.9,63.98,0.4675,0.556951936,0.550841346,0.70915493,0.548731966,0.08186,0,0.75,159.09,"Yes","NATURAL"
"960",8242,0,0.0094,3358,44.96,33.113,21,736,6.37,18.62,0,0,0.9,8.38,9.201,104,34.82,88.9,151.48,3.54,24.1,28.8,5.9125,23.275,3.55,15.1428571428571,0.95,3.839355919,720.23,5491,1.106016659,40.72208,-99.69936,23.7,49.17,0.035,0.051110444,0.031796297,0.35,0.020085845,0,0.14,0.15,27.42,"No","MAN_MADE"
"961",8243,0,0.022,3189,18.62,20.124,33,647,12.07,17.94,0,0,4.5,9.45,30.16,421,66.577,83.51,133.126,30.63,248,272,6.80666666666667,22.39,2.38888888888889,27,0.15,4.718959414,787,7008,0.833477235,40.94733,-100.2421,34.9,40.35,0.01,0.153128915,0.133065171,0.514814815,0.123857457,0.62798,0.4,0.08,5.81,"No","MAN_MADE"
"962",8245,0,0.049,5846,118.1,210.117,28,4050,20.5,361.1,0,0,2.42,8.78,81.15,84,12.925,393.7,1938.614,5.07,32.508,37.44,9.468,21.626,2.3,4.2964,1.15,22.44453642,583.8,7705,2.013700968,45.91283,-99.21697,35,35.13,0.815,1.872440784,0.552686507,0.566666667,0,0.22354,0.07,0.29,46.73,"No","NATURAL"
"963",8248,0.077,0.028,1954,21.87,27.237,35,445,12.25,19.41,0,0,4.025,9.36,11.2,319,5.512,36.21,80.542,56.14,248.76,253.08,13.8666666666667,31.62,1.04285714285714,273.466666666667,0.145,88.24165564,375.32,11255,7.29050665,40.76638,-96.85048,27.6,39.25,0,0.359995303,0.781060825,0.621428571,1.079940788,4.56249,1.24,0.52,32.05,"No","MAN_MADE"
