"","SITE_ID","DATE_COL","DATECHEM","PH_FIELD","PH_LAB","COND","ANC","TURB","TOC","DOC","NH4N_PPM","NO3_NO2","NTL_PPM","PTL","CL_PPM","NO3N_PPM","SO4_PPM","CA_PPM","MG_PPM","NA_PPM","K_PPM","COLOR","SIO2","NH4ION","CATSUM","ANSUM2","CHLA","SECMEAN","VISIT_NO","LAT_DD","LON_DD","ST","EPA_REG","URBAN","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","RT_NLA","HUC_2","HUC_8","DO2_2M","SAMPLED","REPEAT","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","STATE_NAME","CNTYNAME","NHDNAME","LAKENAME","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","REFCLUS_NAME","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","COM_ID","REACHCODE","DATEPHAB","CLASSP","EcoP6","ssiBedBld","ssiNATBedBld","rviLowWood","RVegQ_7","RVegQ_8","L_RVegQ_8","LRCVQ_7A","LRCVQ_7B","LRCVQ_7C","LRCVQ_7D","LRCVQ_8D","L_LRCVQ_8D","ElevXLat","ElevDLat","ElevXLon","XER","XER_X_Elev","WMT","RDisIXAgAdj5","RDisIXAgAdj4","RDisIXAgAdj3","RDisIXAgAdj2","RDis_InEx","RDis_IX","RvegQ_Var","RVegQ","LogRVegQ","LitCvrQ_Var","LitCvrQ","LogLitCvrQ","LitRipCVQ_Var","LitRipCVQ","LogLitRipCvQ","RVeg_OE","LitCvr_OE","LitRipCvr_OE","DATE_SECCHI","NTL","CLEAR_TO_BOTTOM","TSTATE_TP","TSTATE_TN","TSTATE_CHL","TSTATE_SECCHI"
"2286","NLA06608-0782","7/31/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47.9749,-90.7459,"MN","Region_5","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","PLNLOW NATURAL","C","REF",9,9030001,NA,"YES","",395296.4,1179538,-90.75361,47.97833,"Minnesota","COOK","Snuff Lake","Vesper Lake",0.001312891,754.3454,545.0267,"MN","PLNLOW","UMW",50,"Northern Lakes and Forests","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","Y",5.945106,"01: <10 ha",0.05945106,1.233867,1.427525,9.5,9.5,558.98,7106317,9.030001e+12,"7/31/2007","R","UMW",0.281537,0.281537,0.5162985,0.1536648,0.1964597,-0.6851646,0.2643324,0.1705824,0.1514336,0.1256003,0.1469977,-0.8041066,26818.93,11.65068,-50729.45,0,0,0,0,0,0,0,0,0,"RVegQ_2",0.202151,-0.673355,"LITCVR_D",0.09753575,-0.9684471,"LRCVQ_2D",0.1498434,-0.7963054,0.8008834,0.5780582,0.6795618,NA,NA,NA,NA,NA,NA,NA
"2287","NLA06608-0783","8/14/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40.38122,-84.324,"OH","Region_5","YES","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","E","TRASH",5,5080001,NA,"YES","",980335.5,383199.9,-84.32757,40.37969,"Ohio","Shelby","Lake Loramie","Lake Lorraine",0.1264223,7.833853,6.710008,"OH","PLNLOW","TPL",55,"Eastern Corn Belt Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",327.1194,"04:>100-500 ha",3.271194,38.09767,5.942105,1,1,291.82,3982320,5.080001e+12,"8/14/2007","T","CENPL",0.0982684,0,0.4835101,0.1381457,0.2685,-0.5551748,0.2178229,0.1956218,0.1658151,0.1295651,0.1947422,-0.6887927,11783.6,7.2269,-24608.47,0,0,0,0.6924731,0.6888889,0.6850575,0.6809524,0.6765432,0.6924731,"RVegQ_7",0.1381457,-0.8293108,"LITCVR_D",0.1209844,-0.8827806,"LRCVQ_7D",0.1295651,-0.8552233,0.7867518,1.061266,0.8466091,NA,NA,NA,NA,NA,NA,NA
"2288","NLA06608-0785","9/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.87139,-119.5709,"WA","Region_10","NO","III","Xeric West","III","MAN-MADE","WMTNS MAN-MADE","G","TRASH",17,17020015,NA,"YES","",-1786076,1269310,-119.5768,46.87291,"Washington","GRANT","","Red Rock Lake",0.04012666,24.68118,7.363184,"WA","WMTNS","XER",10,"Columbia Plateau","Western Mountains: Moderate-elevation, large southern lakes and reservoirs","N",50.94571,"03:>50-100 ha",0.5094571,6.023461,2.380605,7.5,7.5,210.96,24412067,1.702002e+13,"9/12/2007","T","WEST",0.1276276,0.1276276,0.2492525,0.09376326,0.09268104,-0.9885097,0.2968816,0.1718816,0.1489168,0.08280572,0.08226461,-1.034965,9888.308,4.500681,-25225.93,1,210.96,0,0.09545455,0.09545455,0.09545455,0.09545455,0.09545455,0.09545455,"RVegQ_8",0.09268104,-0.9885097,"LITCVR_D",0.07184818,-1.086991,"LRCVQ_8D",0.08226461,-1.034965,0.4360107,0.798379,0.4739935,NA,NA,NA,NA,NA,NA,NA
"2289","NLA06608-0792","8/16/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.06586,-96.98715,"TX","Region_6","YES","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",12,12030103,NA,"YES","",-91598.14,-495665.9,-96.98056,33.08667,"Texas","DENTON","Lake Lewisville","Lake Lewisville",0.1264223,7.833853,2.186087,"TX","PLNLOW","SPL",29,"Cross Timbers","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",8783.072,"06:>5000 ha",87.83072,287.6648,8.658816,20,20,156.97,5494824,1.20301e+13,"","","CENPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290","NLA06608-0793","6/18/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.62557,-81.09988,"WV","Region_3","YES","XI","The Central and Eastern Forested Uplands","XI","MAN-MADE","EHIGH MAN-MADE","A","TRASH",5,5050004,NA,"YES","",1297281,115981.1,-81.10471,37.6243,"West Virginia","RALEIGH","Flat Top Lake","Flat Top Lake",0.7597582,1.303538,3.976829,"WV","EHIGH","SAP",69,"Central Appalachians","E. Highlands: Large, warm, and deep reservoirs","N",88.58511,"03:>50-100 ha",0.8858511,11.00286,3.297771,7.6,7.6,886.29,6920078,5.050004e+12,"6/18/2007","T","SAP",0.3638115,0,0.2266057,0.0647445,0.2549444,-0.5768452,0.2173722,0.1248722,0.09458897,0.04236675,0.1374667,-0.831306,33346.04,23.55632,-71882.29,0,0,0,0.8556604,0.8556604,0.8556604,0.8556604,0.8556604,0.8556604,"RVegQ_2",0.121,-0.8827287,"LITCVR_C",0.1244334,-0.8714927,"LRCVQ_2C",0.1227167,-0.8770744,0.5155518,0.6510749,0.5318629,NA,NA,NA,NA,NA,NA,NA
"2291","NLA06608-0794","6/9/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.94296,-109.8067,"WY","Region_8","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",14,14040102,NA,"YES","YES",-1116574,690796.5,-109.8204,42.93461,"Wyoming","SUBLETTE","Fremont Lake","Freemont Lake",0.1264223,7.833853,3.108018,"WY","WMTNS","WMT",17,"Middle Rockies","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","N",2045.332,"05:>500-5000 ha",20.45332,38.84476,2.422956,47,50,2261,18327088,1.40401e+13,"6/9/2007","R","WEST",0.454138,0.454138,0.3537176,0.1121733,0.2885901,-0.5249247,0.2410866,0.1703258,0.1322461,0.1078016,0.19601,-0.6861117,97075.15,52.66148,-248303.9,0,0,1,0.2551724,0.2551724,0.2551724,0.2551724,0.2551724,0.2551724,"RVegQ_8",0.2885901,-0.5249247,"LITCVR_D",0.10343,-0.9452723,"LRCVQ_8D",0.19601,-0.6861117,1.310256,1.561639,1.31386,NA,NA,NA,NA,NA,NA,NA
"2292","NLA06608-0794","6/9/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.94296,-109.8067,"WY","Region_8","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",14,14040102,NA,"YES","YES",-1116574,690796.5,-109.8204,42.93461,"Wyoming","SUBLETTE","Fremont Lake","Freemont Lake",0.1264223,7.833853,3.108018,"WY","WMTNS","WMT",17,"Middle Rockies","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","N",2045.332,"05:>500-5000 ha",20.45332,38.84476,2.422956,47,50,2261,18327088,1.40401e+13,"6/9/2007","R","WEST",0.454138,0.454138,0.3537176,0.1121733,0.2885901,-0.5249247,0.2410866,0.1703258,0.1322461,0.1078016,0.19601,-0.6861117,97075.15,52.66148,-248303.9,0,0,1,0.2551724,0.2551724,0.2551724,0.2551724,0.2551724,0.2551724,"RVegQ_8",0.2885901,-0.5249247,"LITCVR_D",0.10343,-0.9452723,"LRCVQ_8D",0.19601,-0.6861117,1.310256,1.561639,1.31386,NA,NA,NA,NA,NA,NA,NA
"2293","NLA06608-0794","6/28/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,42.94296,-109.8067,"WY","Region_8","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",14,14040102,NA,"YES","YES",-1116574,690796.5,-109.8203,42.93478,"Wyoming","SUBLETTE","Fremont Lake","Freemont Lake",0.1264223,7.833853,3.108018,"WY","WMTNS","WMT",17,"Middle Rockies","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","N",2045.332,"05:>500-5000 ha",20.45332,38.84476,2.422956,46,46,2261,18327088,1.40401e+13,"6/28/2007","R","WEST",0.2867671,0.2867671,0.5908413,0.1712508,0.2916613,-0.5204804,0.3506254,0.2181254,0.1745088,0.1433977,0.2036029,-0.6703928,97075.54,52.66127,-248303.6,0,0,1,0.2666667,0.2666667,0.2666667,0.2666667,0.2666667,0.2666667,"RVegQ_8",0.2916613,-0.5204804,"LITCVR_D",0.1155446,-0.9012021,"LRCVQ_8D",0.2036029,-0.6703928,1.323727,1.728426,1.36228,NA,NA,NA,NA,NA,NA,NA
"2294","NLA06608-0794","6/28/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,42.94296,-109.8067,"WY","Region_8","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",14,14040102,NA,"YES","YES",-1116574,690796.5,-109.8203,42.93478,"Wyoming","SUBLETTE","Fremont Lake","Freemont Lake",0.1264223,7.833853,3.108018,"WY","WMTNS","WMT",17,"Middle Rockies","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","N",2045.332,"05:>500-5000 ha",20.45332,38.84476,2.422956,46,46,2261,18327088,1.40401e+13,"6/28/2007","R","WEST",0.2867671,0.2867671,0.5908413,0.1712508,0.2916613,-0.5204804,0.3506254,0.2181254,0.1745088,0.1433977,0.2036029,-0.6703928,97075.54,52.66127,-248303.6,0,0,1,0.2666667,0.2666667,0.2666667,0.2666667,0.2666667,0.2666667,"RVegQ_8",0.2916613,-0.5204804,"LITCVR_D",0.1155446,-0.9012021,"LRCVQ_8D",0.2036029,-0.6703928,1.323727,1.728426,1.36228,NA,NA,NA,NA,NA,NA,NA
"2295","NLA06608-0797","6/28/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.46728,-114.8544,"NV","Region_9","NO","III","Xeric West","III","MAN-MADE","WMTNS MAN-MADE","G","TRASH",16,16060008,NA,"YES","",-1596830,379420.5,-114.8587,39.46749,"Nevada","WHITE PINE","Bassett Lake","Bassett Lake",0.1643899,6.02454,0.9414925,"NV","WMTNS","XER",13,"Central Basin and Range","Western Mountains: Moderate-elevation, large southern lakes and reservoirs","N",82.68852,"03:>50-100 ha",0.8268852,3.768602,1.169103,1.6,1.6,1842,11337275,1.606001e+13,"6/28/2007","T","WEST",0,0,0.01928571,0.2162245,0.1063571,-0.934207,0.4806122,0.2943622,0.2578565,0.1398009,0.08486724,-1.022884,72699.12,46.67132,-211569.8,1,1842,0,0.7090909,0.7009901,0.6913043,0.6795181,0.6648649,0.7090909,"RVegQ_8",0.1063571,-0.934207,"LITCVR_D",0.06337734,-1.134438,"LRCVQ_8D",0.08486724,-1.022884,0.703812,0.9415165,0.8712647,NA,NA,NA,NA,NA,NA,NA
"2296","NLA06608-0802","7/20/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.70548,-71.92427,"MA","Region_1","YES","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1080202,NA,"YES","",1939730,830036.6,-71.92459,42.70306,"Massachusetts","WORCESTER","Wallace Pond","Wallace Pond",0.005604825,176.7001,113.3704,"MA","EHIGH","NAP",58,"Northeastern Highlands","E. Highlands: Cold northern lakes and reservoirs","N",12.07935,"02:>10-50 ha",0.1207935,1.727012,1.401744,2.4,2.4,348.79,9342451,1.080202e+12,"7/20/2007","S","NAP",0.09766325,0,1.031773,0.3532637,0.3942357,-0.3933653,0.6868591,0.4594135,0.4016566,0.2750152,0.2955012,-0.5149871,14894.4,8.167798,-25086.58,0,0,0,0.3762626,0.3762626,0.3762626,0.3762626,0.3762626,0.3762626,"RVegQ_2",0.4248351,-0.3616755,"LITCVR_D",0.1967666,-0.6845195,"LRCVQ_2D",0.3108008,-0.4937645,1.583492,1.342659,1.450713,NA,NA,NA,NA,NA,NA,NA
"2297","NLA06608-0804","8/19/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.06497,-87.66339,"KY","Region_4","YES","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",5,5140205,NA,"YES","",733380.1,-16562.83,-87.66288,37.0701,"Kentucky","CHRISTIAN","Pennyrile Lake","Pennyrile Lake",0.03994252,24.79496,9.113588,"KY","PLNLOW","TPL",72,"Interior River Valleys and Hills","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",20.4158,"02:>10-50 ha",0.204158,3.273202,2.043547,4.4,4.4,138.38,10561818,5.140205e+12,"8/19/2007","S","CENPL",0.1012613,0,0.5964202,0.2204058,0.303,-0.5044557,0.2252029,0.1720507,0.1660112,0.1379557,0.1792528,-0.7229577,5129.76,3.732928,-12130.79,0,0,0,0.3222222,0.3222222,0.3222222,0.3222222,0.3222222,0.3222222,"RVegQ_7",0.2204058,-0.6375066,"LITCVR_D",0.05550557,-1.183722,"LRCVQ_7D",0.1379557,-0.8298684,1.25523,0.486891,0.9014354,NA,NA,NA,NA,NA,NA,NA
"2298","NLA06608-0805","8/22/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41.89706,-73.4472,"CT","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",1,1100005,NA,"YES","",1840676,712051.2,-73.44657,41.89722,"Connecticut","LITCHFIELD","Beardsley Pond","Beardsley Pond",0.01390368,71.23101,80.27355,"CT","EHIGH","NAP",58,"Northeastern Highlands","E. Highlands: Cold northern lakes and reservoirs","N",10.59175,"02:>10-50 ha",0.1059175,1.700227,1.47373,5.5,5.5,258.17,7711148,1.100005e+12,"8/22/2007","S","NAP",0.05270975,0,0.5413567,0.2138398,0.2398332,-0.6023498,0.6119199,0.3637677,0.3444334,0.2041556,0.2171524,-0.6436828,10816.61,6.161984,-18961.7,0,0,0,0.487234,0.4826087,0.4777778,0.4727273,0.4674419,0.487234,"RVegQ_2",0.2296665,-0.6203927,"LITCVR_D",0.1944715,-0.6893673,"LRCVQ_2D",0.212069,-0.6535121,0.8560381,1.326997,0.9898664,NA,NA,NA,NA,NA,NA,NA
"2299","NLA06608-0806","9/7/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.32605,-72.33304,"VT","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",2,2010003,NA,"YES","",1862906,997055.7,-72.32979,44.32551,"Vermont","WASHINGTON","Marshfield Pond","Turtlehead Pond",0.03417221,28.98183,86.1935,"VT","EHIGH","NAP",58,"Northeastern Highlands","E. Highlands: Cold northern lakes and reservoirs","N",27.8276,"02:>10-50 ha",0.278276,2.944893,1.574805,5,5,391.93,4577134,2.010003e+12,"9/7/2007","S","NAP",0.2505577,0.2505577,0.6984536,0.3876534,0.373437,-0.4163059,0.5225767,0.3625495,0.3420622,0.2733122,0.266204,-0.5587701,17372.5,8.842087,-28348.21,0,0,0,0.2051724,0.2051724,0.2051724,0.2051724,0.2051724,0.2051724,"RVegQ_2",0.3715952,-0.4183971,"LITCVR_D",0.1589709,-0.772188,"LRCVQ_2D",0.2652831,-0.5602205,1.385051,1.084756,1.238252,NA,NA,NA,NA,NA,NA,NA
"2300","NLA06608-0807","7/11/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45.4545,-97.67084,"SD","Region_8","NO","VI","Corn Belt and Northern Great Plains","VI","NATURAL","PLNLOW NATURAL","E","TRASH",10,10160010,NA,"YES","",-130672,890631.2,-97.66769,45.45215,"South Dakota","DAY","Lynn Lake","Lynn Lake",0.009388751,105.4851,53.28692,"SD","PLNLOW","TPL",46,"Northern Glaciated Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",21.82718,"02:>10-50 ha",0.2182718,2.524301,1.524184,6,6,533.4,11594347,1.016001e+13,"7/11/2007","T","CENPL",0,0,0.0459596,0.1239552,0.06191196,-1.143199,0.2490609,0.2359541,0.1914383,0.1390772,0.1080555,-0.9279137,24244.18,11.73542,-52095.95,0,0,0,0.5275862,0.5076923,0.4826087,0.45,0.4058824,0.5275862,"RVegQ_7",0.1239552,-0.8730403,"LITCVR_D",0.1541991,-0.7846293,"LRCVQ_7D",0.1390772,-0.8265889,0.7059356,1.352623,0.9087634,NA,NA,NA,NA,NA,NA,NA
"2301","NLA06608-0808","9/6/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.8085,-94.20631,"MO","Region_7","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","C","TRASH",10,10290105,NA,"YES","",156413.8,36051.46,-94.2084,37.80588,"Missouri","VERNON","","Pennock",0.01214708,81.53182,21.69129,"MO","PLNLOW","TPL",40,"Central Irregular Plains","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","N",11.75487,"02:>10-50 ha",0.1175487,1.713911,1.41018,2.8,2.8,253.52,2986560,1.029011e+13,"9/6/2007","T","CENPL",0.01631783,0.01631783,0.2947421,0.1070569,0.08850187,-1.006556,0.1010284,0.08162625,0.07226031,0.06642698,0.05714949,-1.172957,9584.547,6.705835,-23883.71,0,0,0,0.35,0.3297297,0.3058824,0.2774194,0.2428571,0.35,"RVegQ_7",0.1070569,-0.9316032,"LITCVR_D",0.0257971,-1.446152,"LRCVQ_7D",0.06642698,-1.116753,0.6096979,0.2262904,0.4340498,NA,NA,NA,NA,NA,NA,NA
"2302","NLA06608-0809","7/24/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34.27511,-110.0619,"AZ","Region_9","YES","II","Western Forested Mountains","II","MAN-MADE","WMTNS MAN-MADE","G","SO-SO",15,15020005,NA,"YES","",-1280157,-266173.7,-110.0733,34.27414,"Arizona","NAVAJO","Fools Hollow Lake","Fools Hollow Lake",0.1264223,7.833853,2.025552,"AZ","WMTNS","WMT",23,"Arizona/New Mexico Mountains","Western Mountains: Moderate-elevation, large southern lakes and reservoirs","N",61.37214,"03:>50-100 ha",0.6137214,8.990332,3.237316,9.8,9.8,1906,21754572,1.502001e+13,"7/24/2007","S","WEST",0.148318,0,0.1497711,0.04990419,0.07530623,-1.069019,0.1437021,0.0843271,0.06728571,0.05186904,0.06457006,-1.127436,65326.51,55.61044,-209799.7,0,0,1,0.5227273,0.5227273,0.5227273,0.5227273,0.5227273,0.5227273,"RVegQ_8",0.07530623,-1.069019,"LITCVR_D",0.05383388,-1.194949,"LRCVQ_8D",0.06457006,-1.127436,0.4669266,0.8279217,0.5440228,NA,NA,NA,NA,NA,NA,NA
"2303","NLA06608-0811","7/23/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41.58504,-84.93076,"IN","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","E","REF",4,4050001,NA,"YES","",913963.3,510984.9,-84.93722,41.58583,"Indiana","STEUBEN","Johnson Lake","Johnson Lake",0.001312891,754.3454,236.0552,"IN","PLNLOW","UMW",56,"Southern Michigan/Northern Indiana Drift Plains","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",7.092348,"01: <10 ha",0.07092348,1.273342,1.348792,9,9,305.54,12257742,4.050001e+12,"7/23/2007","R","UMW",0,0,0.05785714,0.4870663,0.2702679,-0.5524267,0.7135332,0.5133158,0.4588668,0.3083112,0.199912,-0.6779627,12706.14,7.347214,-25951.72,0,0,0,0.1774194,0.1551724,0.1296296,0.1,0.06521739,0.1774194,"RVegQ_2",0.4905357,-0.3005649,"LITCVR_D",0.1295561,-0.8552511,"LRCVQ_2D",0.3100459,-0.4947877,1.943408,0.767831,1.406104,NA,NA,NA,NA,NA,NA,NA
"2304","NLA06608-0812","6/28/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31.89214,-90.60094,"MS","Region_4","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","D","SO-SO",8,8060203,NA,"YES","",508150.2,-612582.7,-90.60167,31.89222,"Mississippi","COPIAH","","Lake Warren Hood",0.00679811,145.6836,72.09076,"MS","PLNLOW","CPL",74,"Mississippi Valley Loess Plains","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","N",35.49877,"02:>10-50 ha",0.3549877,3.218606,1.523899,5.2,5.2,73.51,19139667,8.060203e+12,"6/28/2007","S","CPL",0,0,0.4720803,0.1765468,0.2585833,-0.5709209,0.3295234,0.2219419,0.2343164,0.1611219,0.2021402,-0.673377,2344.397,2.304951,-6660.129,0,0,0,0.5666667,0.5666667,0.5666667,0.5666667,0.5666667,0.5666667,"RVegQ_2",0.2171667,-0.6436554,"LITCVR_B",0.267337,-0.5569923,"LRCVQ_2B",0.2422518,-0.5981657,0.7488506,0.8928195,0.7929683,NA,NA,NA,NA,NA,NA,NA
"2305","NLA06608-0815","7/17/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.07004,-84.297,"GA","Region_4","YES","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","PLNLOW MAN-MADE","D","SO-SO",3,3130007,NA,"YES","",1096840,-539579.4,-84.29266,32.07138,"Georgia","SUMTER","McMath Millpond","McMath Millpond",0.00575902,171.9691,91.76647,"GA","PLNLOW","CPL",65,"Southeastern Plains","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","N",32.26883,"02:>10-50 ha",0.3226883,4.836584,2.401829,2.9,2.9,110.89,6456569,3.130007e+12,"7/17/2007","S","CPL",0,0,0.7613604,0.2283781,0.2726733,-0.5487152,0.4416891,0.2866347,0.2852584,0.2149807,0.2371282,-0.6070776,3556.395,3.4576,-9347.213,0,0,0,0.3797297,0.3722222,0.3642857,0.3558824,0.3469697,0.3797297,"RVegQ_2",0.1953466,-0.6875126,"LITCVR_B",0.3448913,-0.4499046,"LRCVQ_2B",0.2701189,-0.5526575,0.6736088,1.151826,0.8841864,NA,NA,NA,NA,NA,NA,NA
"2306","NLA06608-0820","8/6/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36.04196,-85.58909,"TN","Region_4","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","A","TRASH",5,5130108,NA,"YES","",927730.4,-112482.9,-85.59013,36.04211,"Tennessee","PUTNAM","Burgess Falls Lake","Burgess Falls Lake",0.03714234,26.66427,29.11987,"TN","EHIGH","SAP",71,"Interior Plateau","E. Highlands: Large, warm, and deep reservoirs","N",30.21849,"02:>10-50 ha",0.3021849,6.801993,3.490558,1.4,1.4,269.03,18420867,5.130108e+12,"8/6/2007","T","SAP",0.09042146,0.09042146,0.266836,0.08338171,0.2974268,-0.5122583,0.2814131,0.161552,0.1254486,0.06770173,0.1747243,-0.733476,9696.409,7.464324,-23026.31,0,0,0,0.487234,0.4674419,0.4435897,0.4142857,0.3774194,0.487234,"RVegQ_2",0.09964286,-0.9600197,"LITCVR_C",0.1675156,-0.7507635,"LRCVQ_2C",0.1335792,-0.8429084,0.4245541,0.8764943,0.5789417,NA,NA,NA,NA,NA,NA,NA
